  5.000000, 27.000000, 23.000000, 33.036810,  0.000000, 11.800000,  0.430000, 15.340000, 10.660000,  4.000000, 10.000000,  9.000000, 10.000000,  6.000000,  7.000000,  8.000000,  4.000000, 11.000000,  4.000000, 10.000000,  9.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
 74.000000, 83.000000, 10.000000, 15.113785,  0.000000,  4.860000, -1.110000,  6.940000,  4.470000,  3.000000,  3.000000,  4.000000,  5.000000,  3.000000,  2.000000,  2.000000,  3.000000,  5.000000,  3.000000,  3.000000,  4.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
130.000000,154.000000, 25.000000, 36.780563,  0.000000,  9.190000, -0.660000, 16.340000,  8.060000, 12.000000,  9.000000,  4.000000,  6.000000, 12.000000,  7.000000,  7.000000, 12.000000,  6.000000, 12.000000,  9.000000,  4.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
170.000000,176.000000,  7.000000,  9.920728,  0.000000,  3.120000, -1.260000,  4.750000,  2.720000,  2.000000,  4.000000,  1.000000,  3.000000,  2.000000,  2.000000,  2.000000,  2.000000,  3.000000,  2.000000,  4.000000,  1.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
182.000000,193.000000, 12.000000, 16.402727,  0.000000,  4.870000, -0.710000,  8.640000,  4.340000,  5.000000,  3.000000,  4.000000,  6.000000,  4.000000,  2.000000,  2.000000,  4.000000,  6.000000,  5.000000,  3.000000,  4.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
258.000000,268.000000, 11.000000, 15.683342,  0.000000,  4.380000, -0.120000,  7.180000,  3.880000,  5.000000,  4.000000,  2.000000,  3.000000,  5.000000,  3.000000,  3.000000,  4.000000,  4.000000,  5.000000,  4.000000,  2.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
271.000000,275.000000,  5.000000,  8.370619,  0.000000,  2.540000, -1.330000,  4.090000,  2.160000,  1.000000,  3.000000,  1.000000,  4.000000,  0.000000,  1.000000,  1.000000,  0.000000,  4.000000,  1.000000,  3.000000,  1.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
277.000000,283.000000,  7.000000,  9.971487,  0.000000,  3.660000,  1.110000,  4.360000,  3.380000,  1.000000,  4.000000,  2.000000,  2.000000,  2.000000,  3.000000,  3.000000,  1.000000,  3.000000,  1.000000,  4.000000,  2.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
297.000000,305.000000,  9.000000, 11.898093,  0.000000,  4.320000,  1.290000,  4.950000,  3.900000,  2.000000,  5.000000,  2.000000,  2.000000,  2.000000,  5.000000,  5.000000,  2.000000,  2.000000,  2.000000,  5.000000,  2.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
310.000000,312.000000,  3.000000,  5.362994,  0.000000,  0.990000, -0.050000,  1.900000,  0.890000,  1.000000,  2.000000,  0.000000,  1.000000,  1.000000,  1.000000,  1.000000,  1.000000,  1.000000,  1.000000,  2.000000,  0.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
320.000000,325.000000,  6.000000,  8.538208,  0.000000,  2.040000, -0.730000,  4.160000,  1.790000,  3.000000,  2.000000,  1.000000,  2.000000,  3.000000,  1.000000,  1.000000,  3.000000,  2.000000,  3.000000,  2.000000,  1.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
  5.000000, 26.000000, 22.000000, 31.728230,  0.000000, 11.300000, -0.200000, 14.960000, 10.210000,  4.000000,  9.000000,  9.000000, 10.000000,  6.000000,  6.000000,  7.000000,  4.000000, 11.000000,  4.000000,  9.000000,  9.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
 76.000000, 83.000000,  8.000000, 10.753890,  0.000000,  4.150000, -0.920000,  5.450000,  3.830000,  2.000000,  3.000000,  3.000000,  4.000000,  2.000000,  2.000000,  2.000000,  2.000000,  4.000000,  2.000000,  3.000000,  3.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
130.000000,155.000000, 26.000000, 37.073173,  0.000000,  9.920000,  0.090000, 16.740000,  8.770000, 12.000000,  9.000000,  5.000000,  6.000000, 12.000000,  8.000000,  8.000000, 12.000000,  6.000000, 12.000000,  9.000000,  5.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
170.000000,176.000000,  7.000000,  9.934476,  0.000000,  3.120000, -1.260000,  4.750000,  2.720000,  2.000000,  4.000000,  1.000000,  3.000000,  2.000000,  2.000000,  2.000000,  2.000000,  3.000000,  2.000000,  4.000000,  1.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
182.000000,193.000000, 12.000000, 16.380357,  0.000000,  4.870000, -0.710000,  8.640000,  4.340000,  5.000000,  3.000000,  4.000000,  6.000000,  4.000000,  2.000000,  2.000000,  4.000000,  6.000000,  5.000000,  3.000000,  4.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
258.000000,268.000000, 11.000000, 15.617960,  0.000000,  4.380000, -0.120000,  7.180000,  3.880000,  5.000000,  4.000000,  2.000000,  3.000000,  5.000000,  3.000000,  3.000000,  4.000000,  4.000000,  5.000000,  4.000000,  2.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
271.000000,275.000000,  5.000000,  8.057819,  0.000000,  2.540000, -1.330000,  4.090000,  2.160000,  1.000000,  3.000000,  1.000000,  4.000000,  0.000000,  1.000000,  1.000000,  0.000000,  4.000000,  1.000000,  3.000000,  1.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
277.000000,283.000000,  7.000000,  9.844061,  0.000000,  3.660000,  1.110000,  4.360000,  3.380000,  1.000000,  4.000000,  2.000000,  2.000000,  2.000000,  3.000000,  3.000000,  1.000000,  3.000000,  1.000000,  4.000000,  2.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
297.000000,304.000000,  8.000000, 10.641228,  0.000000,  3.820000,  0.660000,  4.570000,  3.450000,  2.000000,  4.000000,  2.000000,  2.000000,  2.000000,  4.000000,  4.000000,  2.000000,  2.000000,  2.000000,  4.000000,  2.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
310.000000,312.000000,  3.000000,  5.338098,  0.000000,  0.990000, -0.050000,  1.900000,  0.890000,  1.000000,  2.000000,  0.000000,  1.000000,  1.000000,  1.000000,  1.000000,  1.000000,  1.000000,  1.000000,  2.000000,  0.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
320.000000,325.000000,  6.000000,  8.533689,  0.000000,  2.040000, -0.730000,  4.160000,  1.790000,  3.000000,  2.000000,  1.000000,  2.000000,  3.000000,  1.000000,  1.000000,  3.000000,  2.000000,  3.000000,  2.000000,  1.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
 29.000000, 31.000000,  3.000000,  6.693734,  0.000000,  1.470000,  1.000000,  1.730000,  1.270000,  0.000000,  3.000000,  0.000000,  1.000000,  0.000000,  2.000000,  2.000000,  0.000000,  1.000000,  0.000000,  3.000000,  0.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
 91.000000, 99.000000,  9.000000, 24.763633,  1.000000,  3.960000,  1.500000,  5.320000,  3.630000,  3.000000,  2.000000,  4.000000,  1.000000,  5.000000,  3.000000,  4.000000,  3.000000,  2.000000,  3.000000,  2.000000,  4.000000,272.080000,  0.410997, -0.060000, -0.000091,437.320000,  0.660604,244.260000,  0.368973
